Unnamed: 0,combined,model,all average,all count total,all count correct,all lower interval,all upper interval,met average,met count total,met count correct,met lower interval,met upper interval,sim average,sim count total,sim count correct,sim lower interval,sim upper interval,not neg pairs average,not neg pairs count total,not neg pairs count correct,not neg pairs lower interval,not neg pairs upper interval,neg pairs average,neg pairs count total,neg pairs count correct,neg pairs lower interval,neg pairs upper interval,neg average,neg count total,neg count correct,neg lower interval,neg upper interval,intens average,intens count total,intens count correct,intens lower interval,intens upper interval,neg not average,neg not count total,neg not count correct,neg not lower interval,neg not upper interval,intens not average,intens not count total,intens not count correct,intens not lower interval,intens not upper interval,neg antonym average,neg antonym count total,neg antonym count correct,neg antonym lower interval,neg antonym upper interval,intens antonym average,intens antonym count total,intens antonym count correct,intens antonym lower interval,intens antonym upper interval,past tense average,past tense count total,past tense count correct,past tense lower interval,past tense upper interval,present tense average,present tense count total,present tense count correct,present tense lower interval,present tense upper interval,low concreteness average,low concreteness count total,low concreteness count correct,low concreteness lower interval,low concreteness upper interval,high concreteness average,high concreteness count total,high concreteness count correct,high concreteness lower interval,high concreteness upper interval,litneg originals average,litneg originals count total,litneg originals count correct,litneg originals lower interval,litneg originals upper interval,litneg originals intens average,litneg originals intens count total,litneg originals intens count correct,litneg originals intens lower interval,litneg originals intens upper interval,litneg originals neg average,litneg originals neg count total,litneg originals neg count correct,litneg originals neg lower interval,litneg originals neg upper interval
,True,Total m2 litneg,0.7821180555555556,2304,1802,0.7651909722222222,0.7990451388888888,,0,0,,,,0,0,,,,0,0,,,,0,0,,,0.9583333333333334,1152,1104,0.9461805555555556,0.9696180555555556,0.6059027777777778,1152,698,0.5772569444444444,0.6336805555555556,0.9673802242609582,981,949,0.9561671763506626,0.9785932721712538,0.6309887869520896,981,619,0.6004077471967381,0.6615698267074414,0.9064327485380116,171,155,0.8596491228070176,0.9473684210526315,0.46198830409356717,171,79,0.38596491228070173,0.5380116959064327,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,
,True,Total q litneg,0.9443359375,2048,1934,0.93408203125,0.9541015625,,0,0,,,,0,0,,,,0,0,,,,0,0,,,0.955078125,1024,978,0.9423828125,0.9677734375,0.93359375,1024,956,0.91796875,0.9482421875,0.970183486238532,872,846,0.9587155963302753,0.9805045871559633,0.9461009174311927,872,825,0.9311926605504587,0.9610091743119266,0.8684210526315789,152,132,0.8092105263157895,0.9210526315789473,0.8618421052631577,152,131,0.8026315789473685,0.9144736842105263,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,
3.0,False,human,0.9458515283842794,1145,1083,0.9311223651380698,0.9577677084913307,0.9428571428571428,245,231,0.9066304502215935,0.9662932156399466,0.9458515283842794,900,852,0.9301357830880799,0.9599096653691093,,0,0,0.0,1.0,,0,0,0.0,1.0,0.9337349397590361,166,155,0.8834907260383535,0.9653737408317309,0.9404761904761905,168,158,0.8936580174154103,0.9681810370693195,0.9042553191489362,94,85,0.8258232793228173,0.9510100268284944,0.925531914893617,94,87,0.8525197555375017,0.9645296764276509,0.9722222222222222,72,70,0.9047953734565368,0.995042104210158,0.9594594594594594,74,71,0.8870825221768428,0.9888604131880805,0.9520958083832335,501,477,0.9294377539841174,0.9684424534624807,0.9406099518459069,623,586,0.9191521503101496,0.9568826613652824,0.956140350877193,114,109,0.900490576243704,0.9825613599634907,0.9473684210526315,114,108,0.8874787938181121,0.9768336709253794,,0,0,0.0,1.0,,0,0,0.0,1.0,,0,0,0.0,1.0
3.0,False,Llama-3-70B-Instruct M1,0.6986827661909989,9110,6365,0.6891388992203737,0.7080747724189215,0.7396907216494846,1940,1435,0.719621046650863,0.7588009317729305,0.6875871687587168,7170,4930,0.6767157253067827,0.6982646801059921,,0,0,0.0,1.0,,0,0,0.0,1.0,0.7131594906003639,1649,1176,0.6907558197694748,0.7347313943116174,0.5626134301270418,1653,930,0.5384219311245474,0.5865249345029758,0.8066083576287658,1029,830,0.7814182508032662,0.8300355360895688,0.3965014577259475,1029,408,0.3668225654593871,0.42709149744591146,0.5580645161290323,620,346,0.5185571315496253,0.5968189379361797,0.8365384615384616,624,522,0.8054335230081737,0.8639654236097061,0.678237650200267,4494,3048,0.6643411621007801,0.6918238742379103,0.7190305206463196,4456,3204,0.7055792000294954,0.7320614125311281,0.6937431394072447,911,632,0.6630584752142519,0.7229011956160433,0.75192096597146,911,685,0.7229011948577192,0.779464705070976,0.62109375,256,159,0.5586742196447976,0.6799304947020317,0.4523809523809524,126,57,0.36467062760785873,0.5397728790929964,0.7857142857142857,126,99,0.7030203877730643,0.8501296138497489
6.0,False,Llama-3-70B-Instruct M2,0.7152579582875961,9110,6516,0.7058791835168181,0.7244858255412168,0.7438144329896907,1940,1443,0.7237467539601717,0.7629273255836418,0.707531380753138,7170,5073,0.6968698304682559,0.718000495643333,,0,0,0.0,1.0,,0,0,0.0,1.0,0.7307459066100667,1649,1205,0.7086497798355544,0.7517118019874937,0.5868118572292801,1653,970,0.5626252120780318,0.6104246707359597,0.8134110787172012,1029,837,0.7882312101176867,0.8363492459974673,0.4363459669582119,1029,449,0.40619315741897916,0.4669488629882449,0.5935483870967742,620,368,0.5540589116184114,0.6323288603465465,0.8349358974358975,624,521,0.8038262587558114,0.8623544810694845,0.6911437472185136,4494,3106,0.6774700438954402,0.7045077441314421,0.7403500897666068,4456,3299,0.7272365400734312,0.7530457545372194,0.7113062568605928,911,648,0.680634157120676,0.7399214399339413,0.7639956092206367,911,696,0.7349890121503077,0.7909941046571742,0.6640625,256,170,0.60363971216532,0.7210146644992755,0.5238095238095238,126,66,0.43635676331655426,0.6114168276280249,0.7936507936507936,126,100,0.7147911931274133,0.8582725182097909
9.0,False,Llama-3-70B-Instruct M3,0.6990120746432492,9110,6368,0.6894682339057769,0.7084041111492012,0.7350515463917526,1940,1426,0.714979742915689,0.7544213317223295,0.6892608089260809,7170,4942,0.6783895214713266,0.6999385025702358,,0,0,0.0,1.0,,0,0,0.0,1.0,0.7519708914493632,1649,1240,0.7304837698087041,0.772334153826479,0.5208711433756806,1653,861,0.49667213119112663,0.5450777790030061,0.8493683187560739,1029,874,0.8261395592864194,0.8703804094526212,0.3362487852283771,1029,346,0.30751962717389486,0.36585027828830086,0.5903225806451613,620,366,0.5508313668970795,0.6291003203438441,0.8253205128205128,624,515,0.7934120549635373,0.8535406455557332,0.6806853582554517,4494,3059,0.6668997120677944,0.6942719920174337,0.7185816876122083,4456,3202,0.7051302842008775,0.7316124802673669,0.6827661909989023,911,622,0.6515332550454442,0.7124743765503389,0.743139407244786,911,677,0.7135731354681853,0.7706691040718269,0.625,256,160,0.5625864767485568,0.6838484605343615,0.3888888888888889,126,49,0.3049743375849561,0.4766869481794912,0.8492063492063492,126,107,0.7746126419809221,0.9026312143209029
12.0,False,Llama-3-70B-Instruct M4,0.6720087815587267,9110,6122,0.662299193663582,0.6816194103415377,0.6891752577319588,1940,1337,0.6680674337930937,0.7095685764816302,0.6673640167364017,7170,4785,0.656352129343336,0.6782500386768464,,0,0,0.0,1.0,,0,0,0.0,1.0,0.6992116434202547,1649,1153,0.6765025703165484,0.7210836144008769,0.5238959467634604,1653,866,0.4996974661974123,0.5481031763911413,0.8309037900874635,1029,855,0.8066973202376909,0.8528750761632704,0.3430515063168124,1029,353,0.31432734835880866,0.3726562004345067,0.4806451612903226,620,298,0.4410997146255893,0.5201708067883628,0.8221153846153846,624,513,0.7901984746516961,0.8503207621574067,0.6528704939919893,4494,2934,0.6387496845417439,0.6666771635672852,0.691427289048474,4456,3081,0.6776374400087897,0.704905826848498,0.6783754116355654,911,618,0.6471397689757086,0.7080794751895586,0.6926454445664105,911,631,0.6619600733148767,0.7219976431194424,0.60546875,256,155,0.5430262918461594,0.6642632896053096,0.3968253968253968,126,50,0.3129641473439048,0.48503804057258293,0.8095238095238095,126,102,0.7307894728939521,0.8699874529198388
15.0,False,Llama-3-70B-Instruct M5,0.6336992316136114,9110,5773,0.6237141603731297,0.6435830881017982,0.6453608247422681,1940,1252,0.6237299202989774,0.6665205409485258,0.6305439330543933,7170,4521,0.6192517455541109,0.6417073460864,,0,0,0.0,1.0,,0,0,0.0,1.0,0.6731352334748333,1649,1110,0.6501167364620218,0.6956094776564048,0.4869933454325469,1653,805,0.46278821844208745,0.5111937437975878,0.847424684159378,1029,872,0.8241917694814752,0.8684301359919611,0.2750242954324587,1029,283,0.24822279091317742,0.30315162530494066,0.38387096774193546,620,238,0.34589019314102515,0.42334734454485656,0.8365384615384616,624,522,0.8054335230081737,0.8639654236097061,0.6214953271028038,4494,2793,0.607149858837976,0.6356340703989014,0.645870736086176,4456,2878,0.6316290405773208,0.6597946371989323,0.6377607025246982,911,581,0.6059611047392509,0.6685506174427893,0.6531284302963776,911,595,0.6213362555422254,0.6837670902601484,0.5546875,256,142,0.49217733310003575,0.6153789639162932,0.31746031746031744,126,40,0.24144113183517338,0.4045140723206231,0.7777777777777778,126,98,0.6950256601087439,0.8428215678811941
18.0,False,Llama-3.1-70B-Instruct M1,0.7014270032930845,9110,6390,0.6919379335558218,0.7107640245070526,0.7412371134020619,1940,1438,0.7211681751430893,0.7603483122837961,0.690655509065551,7170,4952,0.6798536789150972,0.7012631394788441,,0,0,0.0,1.0,,0,0,0.0,1.0,0.7325651910248635,1649,1208,0.7104700183284922,0.7535323885508887,0.5450695704779189,1653,901,0.5208748389272204,0.5689773168042545,0.8415937803692906,1029,866,0.8178786593951384,0.8630892748668105,0.37026239067055394,1029,381,0.341061987991783,0.40036001988376085,0.5516129032258065,620,342,0.5121024568733278,0.5905460740732337,0.8333333333333334,624,520,0.8014477904546901,0.8607437877739854,0.6864708500222519,4494,3085,0.6726860090875256,0.6999462649913523,0.7165619389587073,4456,3193,0.7031101684285984,0.7297056638747663,0.7113062568605928,911,648,0.680634157120676,0.7399214399339413,0.7486278814489572,911,682,0.7190671500344682,0.7761661574065508,0.64453125,256,165,0.5840785083811293,0.7014130935488363,0.48412698412698413,126,61,0.39654956519299756,0.5716019423567679,0.7936507936507936,126,100,0.7147911931274133,0.8582725182097909
21.0,False,Llama-3.1-70B-Instruct M2,0.722502744237102,9110,6582,0.713179179357472,0.7316208256077801,0.7520618556701031,1940,1459,0.7322522851786679,0.7709176485724856,0.7145048814504882,7170,5123,0.7039133614837997,0.7249046167084688,,0,0,0.0,1.0,,0,0,0.0,1.0,0.7495451788963008,1649,1236,0.7280566174392534,0.769933216901822,0.5831820931639443,1653,964,0.5589946810819584,0.6067939948575114,0.8464528668610302,1029,871,0.823217922198507,0.8674550917491358,0.4217687074829932,1029,434,0.3916100971060801,0.45236719442376866,0.5887096774193549,620,365,0.5492176049581732,0.6274860810960518,0.8493589743589743,624,530,0.8190644408896781,0.8760062057245959,0.7049399198931909,4494,3168,0.6913787627541879,0.7181942356060385,0.7405745062836625,4456,3300,0.7274610051566821,0.7532702300192402,0.7277716794731065,911,663,0.6976526945957047,0.7558441160025926,0.7628979143798024,911,695,0.733890036550561,0.7898943809541512,0.65625,256,168,0.5958146507294109,0.7131720804207461,0.5158730158730159,126,65,0.42839805764323236,0.6034504348070024,0.7936507936507936,126,100,0.7147911931274133,0.8582725182097909
24.0,False,Llama-3.1-70B-Instruct M3,0.6939626783754116,9110,6322,0.6844184460024042,0.7033542632929175,0.729381443298969,1940,1415,0.709052885148601,0.74874779853569,0.6843793584379358,7170,4907,0.673507624070952,0.695056530230848,,0,0,0.0,1.0,,0,0,0.0,1.0,0.7446937537901759,1649,1228,0.7229039434317615,0.7653607817132124,0.5263157894736842,1653,870,0.5021177341403705,0.5505235004693921,0.8542274052478134,1029,879,0.8310096154729707,0.8747464409194925,0.33430515063168126,1029,344,0.3060692043250582,0.3639056886310571,0.5629032258064516,620,349,0.523398162361238,0.6016607336121413,0.842948717948718,624,526,0.8118637474740853,0.8695585982525315,0.680462839341344,4494,3058,0.666677163207681,0.6940494353475917,0.7087073608617595,4456,3158,0.6951429488370795,0.7219627402990662,0.6827661909989023,911,622,0.6515332550454442,0.7124743765503389,0.7233809001097695,911,659,0.6932581586989244,0.7520112362512219,0.6171875,256,158,0.5547620811255168,0.6760130149956042,0.4126984126984127,126,52,0.3289306957544447,0.5012561505131297,0.8174603174603174,126,103,0.7387984705465183,0.8781792636267826
27.0,False,Llama-3.1-70B-Instruct M4,0.6712403951701427,9110,6115,0.6614761271681306,0.6808509665430813,0.6881443298969072,1940,1335,0.6670361705255176,0.7085371963919354,0.6666666666666666,7170,4780,0.6556547245010454,0.6775526233566354,,0,0,0.0,1.0,,0,0,0.0,1.0,0.7077016373559734,1649,1167,0.6852956008298583,0.7292701887285078,0.5384150030248034,1653,890,0.5142190826712254,0.5626252127856309,0.8464528668610302,1029,871,0.823217922198507,0.8674550917491358,0.36443148688046645,1029,375,0.3352276362179696,0.394526768642517,0.4774193548387097,620,296,0.43787209285065287,0.5169434607840241,0.8253205128205128,624,515,0.7934120549635373,0.8535406455557332,0.6570983533600356,4494,2953,0.6430886582483584,0.6709056048589956,0.6862657091561939,4456,3058,0.672475106627961,0.6997433283860174,0.6641053787047201,911,605,0.6323191937119013,0.6943567756302236,0.6838638858397366,911,623,0.6526316460083041,0.7135731363423974,0.625,256,160,0.5625864767485568,0.6838484605343615,0.4126984126984127,126,52,0.3289306957544447,0.5012561505131297,0.8333333333333334,126,105,0.7585588662351402,0.8899090201887108
30.0,False,Llama-3.1-70B-Instruct M5,0.6313940724478595,9110,5752,0.6214088862395154,0.6412777978129939,0.6577319587628866,1940,1276,0.6361041721915461,0.6786351505090749,0.6242677824267783,7170,4476,0.6129752126385066,0.6354307544349707,,0,0,0.0,1.0,,0,0,0.0,1.0,0.6761673741661614,1649,1115,0.6531498823329037,0.6986430783402547,0.48941318814277074,1653,809,0.4652085160650673,0.5136140152188893,0.8464528668610302,1029,871,0.823217922198507,0.8674550917491358,0.27696793002915454,1029,285,0.25016867920115593,0.3050966866001267,0.3935483870967742,620,244,0.3555763556391336,0.4330305966939253,0.8397435897435898,624,524,0.8086483957086484,0.8671880937151203,0.6255006675567423,4494,2811,0.6111555788583848,0.6396398625420893,0.6375673249551167,4456,2841,0.6233247535619298,0.6516031259050195,0.6322722283205269,911,576,0.6004702190647895,0.6630584760127695,0.6476399560922064,911,590,0.6158450095614245,0.6784370609691184,0.5859375,256,150,0.523468238836776,0.64534249727923,0.36507936507936506,126,46,0.28520880483200894,0.45227115545701285,0.8015873015873016,126,101,0.7227872597960885,0.8640990219620609
